x;y;distance_to_neighbour;km;qsim_id;comment
13.4516076;52.4996706;0;0;Lwk_S313.LwK_0;Oh Abweig Spree
13.4506721;52.4989287;0.104115091;0.1;Lwk_S313.LwK_0.1;
13.4504993;52.4988033;0.018220897;0.1;;
13.4496935;52.4981625;0.089836326;0.2;Lwk_S313.LwK_0.18;
13.4496935;52.4981625;0;0.2;;
13.4491438;52.4978203;0.053281517;0.3;;
13.4491438;52.4978203;0;0.3;;
13.4488707;52.497676;0.024506802;0.3;;
13.4488707;52.497676;0;0.3;;
13.4490032;52.4976112;0.011518161;0.3;;
13.4490032;52.4976112;0;0.3;;
13.4486904;52.4973767;0.03362777;0.3;;
13.4485674;52.4974466;0.011403232;0.3;Lwk_S313.LwK_0.35;
13.4480561;52.4969954;0.061020579;0.4;;
13.4480561;52.4969954;0;0.4;;
13.4476861;52.4966691;0.044138261;0.5;Lwk_S313.LwK_0.55;
13.446057;52.4953922;0.179986303;0.6;Lwk_S313.LwK_0.61;
13.4453369;52.4948413;0.078375639;0.7;;
13.4444619;52.4941702;0.095383296;0.8;;
13.4440102;52.4938178;0.049761066;0.9;;
13.4433337;52.49329;0.074527891;0.9;Lwk_S313.LwK_0.9;
13.4408646;52.4914496;0.264536535;1.2;Lwk_S313.LwK_1.17;
13.4400201;52.4909657;0.078601551;1.3;Lwk_S313.LwK_1.2;
13.4390846;52.4906314;0.073522989;1.3;Lwk_S313.LwK_1.25;
13.4390846;52.4906314;0;1.3;;
13.438222;52.4906388;0.058474078;1.4;;
13.4373734;52.4907899;0.059928182;1.5;Lwk_S313.LwK_1.55;
13.437276;52.4908195;0.007378504;1.5;Lwk_S313.LwK_1.6;Uh Unterschleuse
13.4353901;52.4914058;0.143525738;1.6;Lwk_S203.Lwk_1.67;Oh Unterschleuse
13.4327941;52.4922555;0.199768325;1.8;;
13.4284331;52.4936619;0.33448177;2.1;Lwk_S203.Lwk_2.26;
13.4224;52.4955908;0.461845966;2.6;;
13.4211458;52.4958898;0.091286009;2.7;Lwk_S203.Lwk_2.65;
13.4204265;52.4959964;0.050172829;2.8;;
13.4200517;52.496016;0.025494917;2.8;;
13.4193989;52.4960384;0.044312517;2.8;;
13.4185525;52.4960032;0.057496868;2.9;;
13.4181443;52.4959002;0.029946979;2.9;;
13.4170397;52.4955295;0.085482884;3;;
13.416398;52.495351;0.04781496;3;Lwk_S203.Lwk_3;
13.4156558;52.4952644;0.051217482;3.1;;
13.4151487;52.4952239;0.034662816;3.1;;
13.4141088;52.4952003;0.070527538;3.2;;
13.4128633;52.4952544;0.084627535;3.3;Lwk_S203.Lwk_3.34;
13.4056134;52.4964537;0.509164921;3.8;Lwk_S203.Lwk_3.7;
13.4051863;52.4965334;0.030274792;3.8;;
13.4051582;52.4965377;0.001963639;3.8;;
13.4046181;52.4965956;0.03716696;3.9;;
13.4039152;52.4966413;0.04790797;3.9;;
13.403084;52.4966817;0.056511455;4;;
13.402297;52.4967463;0.053819229;4;;
13.4016073;52.4968082;0.047247511;4.1;;
13.4009;52.4968997;0.049005275;4.1;;
13.4003827;52.4969751;0.036049082;4.2;Lwk_S203.Lwk_4.15;
13.3998256;52.4970774;0.039435621;4.2;;
13.3992067;52.4972119;0.044535954;4.2;;
13.3989938;52.4972671;0.015682497;4.3;;
13.3988243;52.4973181;0.012813579;4.3;;
13.3980513;52.4975203;0.057017904;4.3;;
13.3975001;52.4976372;0.039557024;4.4;;
13.3969475;52.4977314;0.038890444;4.4;;
13.3964249;52.4978025;0.036290451;4.4;;
13.3957507;52.4978706;0.046315393;4.5;;
13.3952901;52.4978825;0.03124309;4.5;;
13.3948165;52.4978793;0.032097981;4.5;;
13.3943228;52.4978642;0.033500391;4.6;;
13.3937984;52.4978156;0.035948205;4.6;;
13.3930578;52.4977407;0.050878624;4.7;;
13.3922517;52.4976522;0.055511063;4.7;Lwk_S203.Lwk_4.7;
13.3922517;52.4976522;0;4.7;;
13.3920138;52.4976329;0.016265157;4.7;;
13.3917375;52.4976106;0.018888872;4.8;;
13.3917375;52.4976106;0;4.8;;
13.3909694;52.4975686;0.052264241;4.8;;
13.3906369;52.4975789;0.022562927;4.8;;
13.390514;52.4975845;0.00835232;4.8;;
13.3900168;52.4976355;0.03417052;4.9;Lwk_S203.Lwk_4.85;
13.389522;52.4977211;0.034860514;4.9;;
13.3890316;52.4978197;0.035000219;4.9;;
13.3883738;52.4979581;0.047166473;5;;
13.3865815;52.4983831;0.13035253;5.1;;
13.3852417;52.4987095;0.097797489;5.2;Lwk_S203.Lwk_5.15;
13.3848113;52.4987944;0.030660716;5.3;;
13.3843577;52.4988627;0.031666246;5.3;;
13.3838831;52.4989208;0.032806881;5.3;;
13.3835024;52.4989427;0.025914456;5.3;Lwk_S203.Lwk_5.3;
13.3830166;52.4989546;0.032948642;5.4;;
13.3826809;52.4989443;0.022778805;5.4;;
13.3823599;52.4989195;0.021928219;5.4;;
13.3819111;52.4988864;0.030636977;5.5;;
13.381465;52.4988715;0.030277102;5.5;Lwk_S203.Lwk_5.46;
13.3810161;52.4988913;0.030501129;5.5;;
13.3806516;52.498936;0.025197891;5.5;;
13.3803195;52.4989936;0.023401534;5.6;;
13.379796;52.4990829;0.036843235;5.6;;
13.3794355;52.4991522;0.02561956;5.6;Lwk_S203.Lwk_5.6;
13.3791154;52.4992416;0.023866529;5.6;;
13.3789142;52.4993142;0.015850148;5.7;;
13.3787485;52.4993935;0.014283598;5.7;;
13.3783762;52.4995995;0.034094258;5.7;;
13.3780878;52.4997954;0.029283784;5.7;;
13.377841;52.5000368;0.031652107;5.8;;
13.3776482;52.500289;0.030966087;5.8;;
13.3774729;52.5005718;0.033647943;5.8;;
13.3771874;52.5010342;0.054989978;5.9;Lwk_S203.Lwk_5.87;
13.3770234;52.5013061;0.032243567;5.9;;
13.3768397;52.5014885;0.023816856;5.9;;
13.3765006;52.5017596;0.037931342;6;;
13.3762299;52.5019491;0.027955219;6;;
13.3758754;52.5021649;0.033972965;6;;
13.3752855;52.5024931;0.054154432;6.1;;
13.3748652;52.5027349;0.039187787;6.1;Lwk_S203.Lwk_6.1;
13.3745936;52.502882;0.024634604;6.2;;
13.3741754;52.5031195;0.038756202;6.2;;
13.3738581;52.5033556;0.033956733;6.2;;
13.3735613;52.5036507;0.038517865;6.3;;
13.373291;52.5039477;0.037796276;6.3;;
13.37305;52.5041998;0.032469185;6.3;;
13.3728201;52.5043896;0.026250497;6.4;Lwk_S203.Lwk_6.37;
13.3725534;52.5045808;0.027921394;6.4;;
13.372208;52.5047725;0.031672568;6.4;;
13.3718129;52.5049553;0.033627645;6.5;;
13.3714081;52.505139;0.034212924;6.5;;
13.3708869;52.5053414;0.041891117;6.5;;
13.3703177;52.5055419;0.044560851;6.6;Lwk_S203.Lwk_6.6;
13.3698703;52.5056907;0.03454536;6.6;;
13.3693786;52.5058245;0.036494499;6.7;;
13.3689235;52.5059119;0.032335101;6.7;;
13.3683644;52.5060096;0.039413671;6.7;;
13.3678484;52.5060513;0.035269795;6.8;;
13.3673079;52.5060662;0.036660563;6.8;;
13.366807;52.5060699;0.03394231;6.8;;
13.3661028;52.5060417;0.047818111;6.9;;
13.365304;52.5060196;0.054180746;6.9;;
13.3647342;52.5059703;0.038996481;7;;
13.364292;52.5059135;0.030622417;7;Lwk_S203.Lwk_7;
13.3638219;52.5058376;0.032954555;7;;
13.3633704;52.5057543;0.031967243;7.1;;
13.3631213;52.5057201;0.017302601;7.1;;
13.3628971;52.5057069;0.01526229;7.1;;
13.3625303;52.5056971;0.024877647;7.1;;
13.3620822;52.5057142;0.03042207;7.2;;
13.361691;52.5057578;0.026947683;7.2;;
13.3612093;52.505834;0.033723319;7.2;;
13.3606012;52.505967;0.043782855;7.3;;
13.3599744;52.5061123;0.045446313;7.3;;
13.3593078;52.5062823;0.048971406;7.4;;
13.3587225;52.5064569;0.044165061;7.4;;
13.35825;52.5065909;0.035319709;7.4;;
13.3578713;52.50665;0.02648949;7.5;;
13.3574068;52.5066654;0.031519665;7.5;;
13.357148;52.5066589;0.017550367;7.5;;
13.3566675;52.5066047;0.033111486;7.5;;
13.3561594;52.5064924;0.036626736;7.6;;
13.3556999;52.5063537;0.034752617;7.6;;
13.3550643;52.5062098;0.045949242;7.7;;
13.3539243;52.5059192;0.083744143;7.7;Lwk_S203.Lwk_7.7;
13.3532772;52.5057863;0.046274852;7.8;;
13.3529829;52.5057281;0.020967285;7.8;;
13.3526698;52.5057133;0.021278967;7.8;;
13.3525456;52.5057206;0.008454712;7.8;;
13.3523006;52.5057437;0.016798736;7.9;;
13.3521327;52.5057583;0.0114921;7.9;;
13.3518699;52.5058134;0.018833625;7.9;;
13.351609;52.5058792;0.019135488;7.9;;
13.3514471;52.5059397;0.012872409;7.9;;
13.3508748;52.5061362;0.044521869;8;;
13.3481124;52.5072747;0.226042755;8.2;Lwk_S203.Lwk_8.1;
13.3474841;52.5075359;0.051553159;8.2;;
13.3469834;52.5077321;0.040347655;8.3;;
13.3464622;52.5078865;0.039274534;8.3;;
13.3459069;52.5080597;0.042276699;8.4;;
13.3453081;52.5082736;0.047042634;8.4;;
13.3447819;52.5085231;0.045193866;8.5;;
13.3444013;52.5087235;0.034097487;8.5;;
13.3440719;52.5088661;0.027387616;8.5;;
13.3436978;52.5089788;0.028281434;8.5;;
13.3433039;52.5090605;0.028195072;8.6;;
13.3424672;52.5092278;0.059669687;8.6;;
13.3418624;52.5093661;0.043773518;8.7;Lwk_S203.Lwk_8.7;
13.3409185;52.5096448;0.071079694;8.8;;
13.3403661;52.5098895;0.046289632;8.8;;
13.3399372;52.5100665;0.035108923;8.8;;
13.3395642;52.5102261;0.030891559;8.9;;
13.3391533;52.510393;0.033469297;8.9;;
13.3387066;52.5105478;0.034826418;8.9;;
13.3382474;52.5107361;0.037513758;9;;
13.3378622;52.5109263;0.0336061;9;;
13.3378622;52.5109263;0;9;;
13.3371817;52.5111912;0.05472786;9.1;;
13.3372829;52.5116392;0.050340221;9.1;;
13.3371831;52.5117261;0.011802357;9.1;;
13.3370512;52.5118067;0.012663196;9.1;;
13.3367855;52.5119579;0.024644055;9.2;;
13.3364267;52.5121606;0.033166855;9.2;Lwk_S203.Lwk_9.2;
13.3359546;52.5123956;0.041319702;9.2;;
13.3353323;52.5126046;0.048153016;9.3;;
13.3348822;52.5126921;0.032011077;9.3;;
13.3344655;52.5127411;0.02875249;9.3;;
13.3339919;52.5127607;0.032159248;9.4;Lwk_S203.Lwk_9.37;
13.33361;52.5127437;0.025941832;9.4;;
13.3323505;52.5125573;0.087814728;9.5;;
13.3318467;52.5124108;0.037827347;9.5;Lwk_S203.Lwk_9.5;Uh Zufluss NSK
13.3318467;52.5124108;0;9.5;Lwk_S202.Lwk_9.5;Oh Zufluss NSK
13.3316801;52.5124735;0.013270579;9.5;;
13.3312907;52.512649;0.032827295;9.6;;
13.3309427;52.513183;0.063949111;9.6;;
13.33064;52.5136513;0.0560193;9.7;;
13.3304031;52.513874;0.029532288;9.7;;
13.3300943;52.5140465;0.028396808;9.7;;
13.3296909;52.514207;0.032650647;9.8;;
13.3289674;52.5144564;0.056330337;9.8;;
13.3285536;52.5146395;0.034659532;9.9;;
13.328351;52.5147488;0.018341676;9.9;Lwk_S202.Lwk_9.9;
13.327879;52.5151432;0.054313971;9.9;;
13.3270421;52.5159658;0.107701206;10.1;Lwk_S202.Lwk_10.05;
13.3263105;52.5164829;0.075958758;10.1;Lwk_S202.Lwk_10.1;
13.3254589;52.5169572;0.078202767;10.2;;
13.3247702;52.5172493;0.056866674;10.3;Lwk_S202.Lwk_10.27;
13.3245733;52.517315;0.015211654;10.3;;
13.3237451;52.5175571;0.062239887;10.3;;
13.3221621;52.5181039;0.123303392;10.5;Lwk_S202.Lwk_10.5;Uh Schleuse
13.3197541;52.519238;0.206263132;10.7;LwKo_S107.LwK_10.57;Oh Schleuse
13.3193215;52.5194701;0.039067064;10.7;LwKo_S107.LwK_10.655;
13.3189601;52.5196689;0.033000392;10.7;LwKo_S107.LwK_10.698;
13.3183607;52.5199599;0.051940639;10.8;LwKo_S107.LwK_10.74;
13.3177065;52.5202844;0.057170933;10.9;;
13.317309;52.5206209;0.046131606;10.9;;
